sample_id;collected_at;taxon_id;collection;id_feature;feature_value;FOI;original_data
BRS18-2-47;TVL;2408566;SACHA;IFC-66;IFV-2;IFG-5;BRS18-2-47 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-47;TVL;2408566;SACHA;IFC-70;IFV-2;IFG-5;BRS18-2-47 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-47;TVL;2408566;SACHA;IFC-85;IFV-2;IFG-6;BRS18-2-47 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-47;TVL;2408566;SACHA;IFC-86;IFV-3;IFG-6;BRS18-2-47 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-47;TVL;2408566;SACHA;IFC-92;IFV-2;IFG-6;BRS18-2-47 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-47;TVL;2408566;SACHA;IFC-93;IFV-2;IFG-6;BRS18-2-47 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-47;TVL;2408566;SACHA;IFC-96;IFV-3;IFG-7;BRS18-2-47 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-47;TVL;2408566;SACHA;IFC-97;IFV-2;IFG-7;BRS18-2-47 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-47;TVL;2408566;SACHA;IFC-100;IFV-2;IFG-7;BRS18-2-47 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-47;TVL;2408566;SACHA;IFC-107;IFV-2;IFG-7;BRS18-2-47 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-47;TVL;2408566;SACHA;IFC-108;IFV-2;IFG-7;BRS18-2-47 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-47;TVL;2408566;SACHA;IFC-116;IFV-2;IFG-7;BRS18-2-47 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-47;TVL;2408566;SACHA;IFC-136;IFV-2;IFG-10;BRS18-2-47 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-47;TVL;2408566;SACHA;IFC-137;IFV-2;IFG-10;BRS18-2-47 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-47;TVL;2408566;SACHA;IFC-138;IFV-2;IFG-10;BRS18-2-47 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-48;TVL;2924801;SACHA;IFC-2;IFV-2;IFG-3;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-5;IFV-2;IFG-4;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-7;IFV-2;IFG-4;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-10;IFV-2;IFG-4;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-14;IFV-2;IFG-4;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-15;IFV-2;IFG-4;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-16;IFV-2;IFG-4;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-22;IFV-2;IFG-4;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-25;IFV-2;IFG-4;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-30;IFV-2;IFG-4;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-40;IFV-2;IFG-4;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-49;IFV-2;IFG-4;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-50;IFV-2;IFG-4;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-61;IFV-2;IFG-5;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-63;IFV-2;IFG-5;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-65;IFV-2;IFG-5;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-69;IFV-2;IFG-5;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-75;IFV-2;IFG-6;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-93;IFV-4;IFG-6;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-94;IFV-4;IFG-6;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-97;IFV-2;IFG-7;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-100;IFV-3;IFG-7;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-102;IFV-3;IFG-7;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-107;IFV-2;IFG-7;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-108;IFV-2;IFG-7;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-109;IFV-3;IFG-7;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-116;IFV-2;IFG-7;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-136;IFV-2;IFG-10;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-137;IFV-2;IFG-10;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-138;IFV-2;IFG-10;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-48;TVL;2924801;SACHA;IFC-139;IFV-2;IFG-10;BRS18-2-48 - SALICACEAE Dovyalis Dovyalis caffra
BRS18-2-49;TVL;2812498;SACHA;IFC-1;IFV-2;IFG-3;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-5;IFV-2;IFG-4;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-9;IFV-2;IFG-4;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-13;IFV-2;IFG-4;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-22;IFV-2;IFG-4;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-26;IFV-2;IFG-4;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-32;IFV-2;IFG-4;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-42;IFV-2;IFG-4;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-47;IFV-2;IFG-4;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-56;IFV-2;IFG-4;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-61;IFV-2;IFG-5;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-66;IFV-2;IFG-5;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-68;IFV-2;IFG-5;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-85;IFV-3;IFG-6;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-86;IFV-2;IFG-6;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-87;IFV-2;IFG-6;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-89;IFV-2;IFG-6;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-91;IFV-2;IFG-6;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-92;IFV-2;IFG-6;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-97;IFV-2;IFG-7;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-100;IFV-2;IFG-7;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-106;IFV-2;IFG-7;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-107;IFV-2;IFG-7;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-110;IFV-2;IFG-7;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-115;IFV-2;IFG-7;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-136;IFV-2;IFG-10;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-49;TVL;2812498;SACHA;IFC-141;IFV-2;IFG-10;BRS18-2-49 - MORACEAE Ficus Ficus sur
BRS18-2-50;TVL;335936;SACHA;IFC-1;IFV-3;IFG-3;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-5;IFV-2;IFG-4;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-12;IFV-3;IFG-4;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-13;IFV-2;IFG-4;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-22;IFV-2;IFG-4;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-23;IFV-4;IFG-4;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-24;IFV-2;IFG-4;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-29;IFV-4;IFG-4;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-30;IFV-2;IFG-4;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-40;IFV-2;IFG-4;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-41;IFV-2;IFG-4;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-49;IFV-2;IFG-4;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-61;IFV-2;IFG-5;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-65;IFV-2;IFG-5;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-69;IFV-2;IFG-5;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-78;IFV-2;IFG-6;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-79;IFV-3;IFG-6;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-92;IFV-2;IFG-6;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-93;IFV-3;IFG-6;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-97;IFV-2;IFG-7;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-98;IFV-3;IFG-7;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-105;IFV-2;IFG-7;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-108;IFV-2;IFG-7;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-109;IFV-3;IFG-7;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-110;IFV-2;IFG-7;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-115;IFV-2;IFG-7;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-50;TVL;335936;SACHA;IFC-134;IFV-4;IFG-9;BRS18-2-50 - STILBACEAE Nuxia Nuxia floribunda
BRS18-2-51;TVL;2369492;SACHA;IFC-2;IFV-2;IFG-3;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-5;IFV-2;IFG-4;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-9;IFV-2;IFG-4;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-11;IFV-3;IFG-4;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-13;IFV-2;IFG-4;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-22;IFV-2;IFG-4;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-24;IFV-2;IFG-4;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-30;IFV-2;IFG-4;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-40;IFV-2;IFG-4;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-50;IFV-2;IFG-4;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-61;IFV-2;IFG-5;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-62;IFV-2;IFG-5;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-63;IFV-2;IFG-5;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-66;IFV-2;IFG-5;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-70;IFV-2;IFG-5;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-85;IFV-3;IFG-6;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-86;IFV-2;IFG-6;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-88;IFV-3;IFG-6;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-92;IFV-2;IFG-6;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-93;IFV-2;IFG-6;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-96;IFV-2;IFG-7;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-97;IFV-3;IFG-7;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-100;IFV-2;IFG-7;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-107;IFV-2;IFG-7;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-108;IFV-2;IFG-7;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-109;IFV-3;IFG-7;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-116;IFV-2;IFG-7;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-136;IFV-2;IFG-10;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-51;TVL;2369492;SACHA;IFC-137;IFV-2;IFG-10;BRS18-2-51 - CELASTRACEAE Maytenus Maytenus cf. peduncularis
BRS18-2-52;TVL;2502980;SACHA;IFC-2;IFV-2;IFG-3;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-5;IFV-2;IFG-4;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-12;IFV-2;IFG-4;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-13;IFV-2;IFG-4;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-14;IFV-3;IFG-4;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-15;IFV-3;IFG-4;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-22;IFV-2;IFG-4;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-25;IFV-2;IFG-4;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-30;IFV-3;IFG-4;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-31;IFV-2;IFG-4;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-32;IFV-2;IFG-4;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-40;IFV-2;IFG-4;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-41;IFV-2;IFG-4;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-49;IFV-2;IFG-4;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-61;IFV-2;IFG-5;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-63;IFV-2;IFG-5;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-65;IFV-2;IFG-5;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-68;IFV-2;IFG-5;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-75;IFV-2;IFG-6;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-78;IFV-2;IFG-6;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-92;IFV-2;IFG-6;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-93;IFV-2;IFG-6;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-97;IFV-2;IFG-7;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-98;IFV-3;IFG-7;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-102;IFV-2;IFG-7;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-105;IFV-2;IFG-7;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-109;IFV-3;IFG-7;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-110;IFV-2;IFG-7;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-52;TVL;2502980;SACHA;IFC-115;IFV-2;IFG-7;BRS18-2-52 - PRIMULACEAE Maesa Maesa lanceolata
BRS18-2-53;TVL;2851085;SACHA;IFC-1;IFV-2;IFG-3;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-5;IFV-2;IFG-4;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-10;IFV-2;IFG-4;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-13;IFV-2;IFG-4;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-22;IFV-2;IFG-4;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-25;IFV-2;IFG-4;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-30;IFV-2;IFG-4;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-40;IFV-2;IFG-4;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-41;IFV-3;IFG-4;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-49;IFV-3;IFG-4;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-50;IFV-2;IFG-4;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-58;IFV-2;IFG-4;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-61;IFV-2;IFG-5;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-65;IFV-2;IFG-5;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-69;IFV-2;IFG-5;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-76;IFV-2;IFG-6;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-78;IFV-2;IFG-6;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-83;IFV-2;IFG-6;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-89;IFV-2;IFG-6;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-91;IFV-2;IFG-6;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-92;IFV-2;IFG-6;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-96;IFV-2;IFG-7;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-104;IFV-2;IFG-7;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-106;IFV-2;IFG-7;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-116;IFV-2;IFG-7;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-136;IFV-2;IFG-10;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-53;TVL;2851085;SACHA;IFC-143;IFV-2;IFG-10;BRS18-2-53 - SAPINDACEAE Hippobromus Hippobromus pauciflorus
BRS18-2-54;TVL;2838426;SACHA;IFC-1;IFV-3;IFG-3;BRS18-2-54 - SCROPHULARIACEAE Halleria Halleria lucida
BRS18-2-54;TVL;2838426;SACHA;IFC-5;IFV-2;IFG-4;BRS18-2-54 - SCROPHULARIACEAE Halleria Halleria lucida
BRS18-2-54;TVL;2838426;SACHA;IFC-7;IFV-2;IFG-4;BRS18-2-54 - SCROPHULARIACEAE Halleria Halleria lucida
BRS18-2-54;TVL;2838426;SACHA;IFC-10;IFV-2;IFG-4;BRS18-2-54 - SCROPHULARIACEAE Halleria Halleria lucida
